hwid,S125,S181,load_avg
SW-065,0.6908880910438016,0.7043364348537058,0.7665293002381625
SW-088,-0.5983368656804132,-0.2740979338070391,-0.5713994136132237
SW-106,-0.2495760075008257,-0.24084874523540006,-0.2688646278203654
SW-115,-0.29415085175081,-0.3144357962133922,-0.31340785605790283
