hwid,week,load_S125,load_S181,active_S125,active_S181,n
SW-115,2020-12-28,87.59140625,91.44916820702403,0.07021393307734504,0.05935271530444323,9115
SW-115,2021-01-04,80.68323782234957,82.90653775322284,0.4022127463409012,0.375475394721678,8677
SW-115,2021-01-11,70.8238839070485,70.36971411554497,0.4142104001917086,0.4023484303858136,8346
SW-115,2021-01-18,63.903908138597906,59.71873718737187,0.2772564789991063,0.27245308310991956,8952
SW-115,2021-01-25,53.918700382240516,53.84745232885277,0.38157747110961515,0.3589139459216874,8913
SW-115,2021-02-01,53.25670131291029,55.87700458190149,0.401185120158016,0.3831888510918468,9113
SW-115,2021-02-08,52.9779996996546,55.04729829755736,0.7532805429864253,0.7641402714932126,8840
SW-115,2021-02-15,52.35244161358811,53.46645021645022,0.05270814682184423,0.05170098478066249,8936
SW-115,2021-02-22,49.59657701711492,48.285714285714285,0.22707084166111483,0.24716855429713525,9006
SW-115,2021-03-01,56.869018512050296,55.36995677233429,0.3151348376444689,0.305558613098514,9085
SW-115,2021-03-08,51.73098106712565,50.690877796901894,0.3199691595990748,0.3199691595990748,9079
SW-115,2021-03-15,54.61778066190785,55.1633947447901,0.3271067713861176,0.3514115898959881,9422
SW-115,2021-03-22,56.55691056910569,53.55213803450863,0.14461308251389482,0.14247541684480547,9356
SW-115,2021-03-29,53.5764192139738,53.525171624713956,0.11328221617610686,0.108088053425674,4043
